---,Level Text,Level Text Description,Audio,Block Camera?,Ogremon Event?,Player Transform,Partner Transform,Monitors,Item Spawn
NativeForest1,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""42B8080A4A20FAE9F0BBA2B4638513B7"", ""Native Forest"")","","Native Forest","False","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.965926,W=0.258819),Translation=(X=-7860.000000,Y=35560.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=-11940.000000,Y=33760.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-13583.000000,Y=39305.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-7950.000000,Y=35470.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-12080.000000,Y=33760.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-13545.000000,Y=39425.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","","((Item Name=""HappyMushroom"",Chance=3,Location=(X=-12300.000000,Y=36750.000000,Z=10.000000)),(Item Name=""DigiMushroom"",Chance=30,Location=(X=-10200.000000,Y=39200.000000,Z=10.000000)),(Item Name=""DigiMushroom"",Chance=40,Location=(X=-12000.000000,Y=36200.000000,Z=10.000000)))"
NativeForest2,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""DA5C7B984D8C4E04643B69814D4C4464"", ""Native Forest"")","","Native Forest","False","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-39500.000000,Y=39350.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.422618,W=0.906308),Translation=(X=-37980.000000,Y=35950.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.984808,W=0.173648),Translation=(X=-34840.000000,Y=36030.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=-38100.000000,Y=41320.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-39500.000000,Y=39350.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-37980.000000,Y=35950.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-34840.000000,Y=36030.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-38100.000000,Y=41320.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","","((Item Name=""DigiMushroom"",Chance=20,Location=(X=-38400.000000,Y=40250.000000,Z=10.000000)),(Item Name=""HappyMushroom"",Chance=5,Location=(X=-38100.000000,Y=37800.000000,Z=10.000000)),(Item Name=""DigiMushroom"",Chance=15,Location=(X=-36670.000000,Y=39070.000000,Z=10.000000)))"
NativeForest3,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""95AF1F654032678F56D70CBA831F71D1"", ""Native Forest"")","","Native Forest","False","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-36340.000000,Y=56070.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=-31470.000000,Y=57560.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=-35300.000000,Y=54760.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=-33800.000000,Y=59720.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-36340.000000,Y=56070.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-31470.000000,Y=57560.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-35300.000000,Y=54760.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-33800.000000,Y=59720.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","","((Item Name=""DigiMushroom"",Chance=40,Location=(X=-32080.000000,Y=56370.000000,Z=10.000000)),(Item Name=""DeluxeMushroom"",Chance=2,Location=(X=-32080.000000,Y=56370.000000,Z=10.000000)),(Item Name=""DigiMushroom"",Chance=10,Location=(X=-34580.000000,Y=56320.000000,Z=10.000000)),(Item Name=""DigiMushroom"",Chance=15,Location=(X=-35570.000000,Y=58460.000000,Z=10.000000)),(Item Name=""DigiMushroom"",Chance=25,Location=(X=-35050.000000,Y=58900.000000,Z=10.000000)))"
NativeForest4,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""2D1E83F74773DD0A5997E9BD834673CF"", ""Native Forest"")","","Native Forest","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=17760.000000,Y=9300.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=14300.000000,Y=12020.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=14110.000000,Y=9680.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=16780.000000,Y=12080.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=17760.000000,Y=9300.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=14300.000000,Y=12020.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=14110.000000,Y=9680.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=16780.000000,Y=12080.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","","((Item Name=""BlueApple"",Chance=4,Location=(X=16000.000000,Y=10300.000000,Z=10.000000)),(Item Name=""DigiMushroom"",Chance=30,Location=(X=15700.000000,Y=12400.000000,Z=10.000000)),(Item Name=""DigiMushroom"",Chance=16,Location=(X=14800.000000,Y=9200.000000,Z=10.000000)))"
NativeForest5,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""530914BD49DD849036637AB8A2F5849E"", ""Native Forest"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""9E869962451BAD7CC167429697C7AB19"", ""Tentomon\'s Bed"")","Native Forest","False","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=-13590.000000,Y=61710.000000,Z=2500.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=-16400.000000,Y=64200.000000,Z=2600.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-0.939693,W=0.342020),Translation=(X=-12370.000000,Y=63180.000000,Z=2500.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-18320.000000,Y=62000.000000,Z=2600.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-13590.000000,Y=61710.000000,Z=2500.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-16400.000000,Y=64200.000000,Z=2600.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-12370.000000,Y=63180.000000,Z=2500.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-18320.000000,Y=62000.000000,Z=2600.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
NativeForest6,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""B38986954F8F9CC512A8BEA1025A7000"", ""Native Forest"")","","Native Forest","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=-8500.000000,Y=90700.000000,Z=300.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=-13625.000000,Y=86507.000000,Z=1400.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.866025,W=0.500000),Translation=(X=-6840.000000,Y=87070.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-14720.000000,Y=88420.000000,Z=1400.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-14614.000000,Y=90836.000000,Z=1300.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-8500.000000,Y=90700.000000,Z=300.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-13625.000000,Y=86507.000000,Z=1400.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-6840.000000,Y=87070.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-14720.000000,Y=88420.000000,Z=1400.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-14614.000000,Y=90836.000000,Z=1300.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","","((Item Name=""BlueApple"",Chance=3,Location=(X=-10540.000000,Y=90980.000000,Z=1230.000000)),(Item Name=""DigiMushroom"",Chance=25,Location=(X=-9770.000000,Y=89700.000000,Z=1230.000000)),(Item Name=""DeluxeMushroom"",Chance=3,Location=(X=-12030.000000,Y=90810.000000,Z=1230.000000)),(Item Name=""DigiMushroom"",Chance=60,Location=(X=-13390.000000,Y=91360.000000,Z=1230.000000)))"
OgreFortress1,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""B699B95E466BB24D5F7813B38E02A2B1"", ""Ogre Fortress"")","","Ogre Fortress","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=0.000000,Y=300.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=300.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
OgreFortressEntrance,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""608C63FC40996CF663D51EAC4BC6FCAA"", ""Great Canyon"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""5C6DF4F74770C26CF7F98F89CAEB1C5F"", ""Ogre Fortress Entrance"")","Great Canyon","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=0.000000,Y=300.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=310.000000,Y=1690.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=100.000000,Y=300.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=410.000000,Y=1690.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
Overdell1,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""02D314844F410147C59C269054B44F0E"", ""Overdell"")","","Overdell","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=0.000000,Y=2900.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=2340.000000,Y=-690.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=2900.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=2340.000000,Y=-690.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","","((Item Name=""DigiMushroom"",Chance=15,Location=(X=200.000000,Y=200.000000,Z=100.000000)),(Item Name=""DigiMushroom"",Chance=8,Location=(X=0.000000,Y=200.000000,Z=100.000000)),(Item Name=""DeluxeMushroom"",Chance=1,Location=(X=0.000000,Y=0.000000,Z=100.000000)))"
Restaurant,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""3AF923454F05337FE5FE998750377F4F"", ""File City"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""6D7B181347F38F55FC9ED9A92F5B307F"", ""Restaurant"")","File City","True","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=200.000000,Y=390.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=150.000000,Y=600.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
RobotHouse,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""E27D2B624BCE2FB69025AD91EC6150E3"", ""Toy Town"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""3AC51B60423E4E56B1FB96B5C2632C62"", ""Robot House"")","Toy Town","True","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=-400.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=-400.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
SecretBeachCave,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""D60F13244453AE4FF2E98CB27955B480"", ""Secret Beach Cave"")","","Secret Beach Cave","False","True","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-650.000000,Y=70.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-700.000000,Y=70.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Iten Name=""MistyEgg"",Transform=(Rotation=(X=0.000000,Y=-0.000000,Z=0.573576,W=0.819152),Translation=(X=910.000000,Y=-180.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))))",""
Sewer,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""7477D31043B54516CB8A7194B4B4777C"", ""Sewer"")","","Sewer","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=-148.000000,Y=-40.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-148.000000,Y=-40.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
ToyMansion1,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""AFB1CBF4404518A348E132B29726F631"", ""Toy Town"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""EB56F1AA4B1B27D9221F5291BE0A8D64"", ""Mansion 1st floor"")","Toy Town","True","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=0.000000,Y=800.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=800.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
ToyMansion2,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""D66A7FB9419EB846666418B0897286A2"", ""Toy Town"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""DD48AE54412A68DDDFC083A4FA3B20B0"", ""Mansion 2nd floor"")","Toy Town","True","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=0.000000,Y=800.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=800.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
ToyMansion3,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""53B286FB405C4F5E7DD2B6B5F5F7D1E3"", ""Toy Town"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""3BE0DF834DA029B6C10A0D9E6280948B"", ""Mansion 3rd floor"")","Toy Town","True","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=0.000000,Y=700.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=700.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
ToyMansion4,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""71874EEE4A9643DA2D7F76B62D68C657"", ""Toy Town"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""8EAF5B62499347EDEDCA3BA74777F253"", ""Mansion 4th floor"")","Toy Town","True","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=0.000000,Y=700.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=700.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
ToyMansion5,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""85580EC04450E712E976869A4317B3A7"", ""Toy Town"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""1645AAF044250F82BA85A99F2EB43D73"", ""Mansion 5th floor"")","Toy Town","True","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=0.000000,Y=-260.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=-260.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Iten Name=""HPChip"",Transform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=-440.000000,Y=-1030.000000,Z=-24.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))))",""
ToyTown,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""A8EF8C87499C8B0DE98EF3A3888357E0"", ""Toy Town"")","","Toy Town","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=240.000000,Y=650.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=460.000000,Y=-600.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=240.000000,Y=650.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=460.000000,Y=-600.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
TrashMountain1,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""575EB61A4C02B57FCA6006ACBD32C511"", ""Trash Mountain"")","","Trash Mountain","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=-1220.000000,Y=310.000000,Z=565.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=-1000.000000,Y=-3800.000000,Z=700.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-1220.000000,Y=310.000000,Z=565.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-1000.000000,Y=-3800.000000,Z=700.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
TrashMountain2,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""F2EA91B2417DAC3F29AB6EA7255E340D"", ""Trash Mountain"")","","Trash Mountain","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025),Translation=(X=-400.000000,Y=1500.000000,Z=110.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-500.000000,Y=1500.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
TropicalJungle1,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""F895D9DD4C326A3218F88C96251C57AD"", ""Tropical Jungle"")","","Tropical Jungle","False","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=15000.000000,Y=35300.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-0.906308,W=0.422618),Translation=(X=17350.000000,Y=40400.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=15110.000000,Y=35350.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=17350.000000,Y=40400.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
