---,Name Text Normal,Name Text Romanized,Favorite Food,Level,Type,Speciality #1,Speciality #2,Speciality #3,Sleep Time,Training Preference,Sprite,Mesh,Animation,Material,Prefered Map ID,Default Weight,Energy Capacity,Energy Threshold,Energy Usage,Poop Size,Poop Timer,Height,AI Partner Distance,Scale,Head Bone,Mouth Bone,Chest Bone,Foot Bone Right,Foot Bone Left,Footstep Sound,Eat Sound,Attack Sound,Glad Sound,Down Sound,Feeding Time #1,Feeding Time #2,Feeding Time #3,Feeding Time #4,Feeding Time #5,Feeding Time #6,Feeding Time #7,Feeding Time #8,Enabled Technique #1,Enabled Technique #2,Enabled Technique #3,Enabled Technique #4,Enabled Technique #5,Enabled Technique #6,Enabled Technique #7,Enabled Technique #8,Enabled Technique #9,Enabled Technique #10,Enabled Technique #11,Enabled Technique #12,Enabled Technique #13,Enabled Technique #14,Enabled Technique #15,Enabled Technique #16,Default Technique,Finisher Index,Animation Attack Short,Animation Attack Long,Animation Attack Special 01,Animation Attack Special 02,Animation Damaged,Animation Guard,Animation Get Up,Animation Down,Animation Win / Glad,Animation Eat,Statsgain - HP,Statsgain - MP,Statsgain - Offense,Statsgain - Defense,Statsgain - Speed,Statsgain - Brains,Digivolution Requirement - Bonus,Digivolution Requirement - HP,Digivolution Requirement - MP,Digivolution Requirement - Offense,Digivolution Requirement - Defense,Digivolution Requirement - Speed,Digivolution Requirement - Brains,Digivolution Requirement - Care Mistakes,Digivolution Requirement - Weight,Digivolution Requirement - Happiness,Digivolution Requirement - Discipline,Digivolution Requirement - Battles Won,Digivolution Requirement - Techniques,Digivolution Requirement - Max Battles,Digivolution Requirement - Max Care Mistakes,Digivoluton - From #1,Digivoluton - From #2,Digivoluton - From #3,Digivoluton - From #4,Digivoluton - From #5,Digivoluton - To #1,Digivoluton - To #2,Digivoluton - To #3,Digivoluton - To #4,Digivoluton - To #5,Digivoluton - To #6
Greymon,"Greymon","Greymon","Sirloin","Champion","Vaccine","Fire","Battle","Air","Day","Neutral","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Greymon.DigimonSprite_Greymon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Greymon/SkeletalMesh_Greymon.SkeletalMesh_Greymon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Greymon/Animation_Greymon.Animation_Greymon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Greymon/DigimonMaterial_Greymon.DigimonMaterial_Greymon'"")","0","30","80","45","9","1","36","0","300","1.500000","J_haed","J_chin","J_chest","J_toe_r","J_toe_l","/Script/Engine.SoundWave'/Game/Audio/SFX/Movement/SL_00009.SL_00009'","None","None","/Script/Engine.SoundWave'/Game/Audio/SFX/DigimonVoices/VLALL_00011.VLALL_00011'","None","2","6","11","16","21","-1","-1","-1","0","1","2","3","4","5","7","9","12","13","17","19","-1","-1","-1","-1","2","62","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Greymon/Greymon_Anim_attack01.Greymon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Greymon/Greymon_Anim_attack02.Greymon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Greymon/Greymon_Anim_special01.Greymon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Greymon/Greymon_Anim_damage.Greymon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Greymon/Greymon_Anim_guard.Greymon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/MetalGreymon/MetalGreymon_Anim_getup.MetalGreymon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Greymon/Greymon_Anim_down.Greymon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Greymon/Greymon_Anim_glad.Greymon_Anim_glad'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Greymon/Greymon_Anim_eat.Greymon_Anim_eat'","2000","1500","200","200","200","200","None","-1","-1","100","100","100","100","1","30","-1","90","-1","35","False","True","Agumon","None","None","None","None","MetalGreymon","SkullGreymon","None","None","None","None"
Guardromon,"Guardromon","Guardromon","None","Champion","Data","Mech","Battle","None","Sunset","Neutral","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Guardromon.DigimonSprite_Guardromon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Guardromon/SkeletalMesh_Guardromon.SkeletalMesh_Guardromon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Guardromon/Animation_Guardromon.Animation_Guardromon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Guardromon/DigimonMaterial_Guardromon.DigimonMaterial_Guardromon'"")","0","30","80","0","0","1","36","0","300","1.200000","J_center","J_center","J_center","J_tuma_R","J_tuma_L","/Script/Engine.SoundWave'/Game/Audio/SFX/Movement/SL_00017.SL_00017'","None","None","None","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Guardromon/Guardromon_Anim_attack01.Guardromon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Guardromon/Guardromon_Anim_attack02.Guardromon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Guardromon/Guardromon_Anim_special01.Guardromon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Guardromon/Guardromon_Anim_damage.Guardromon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Guardromon/Guardromon_Anim_guard.Guardromon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Guardromon/Guardromon_Anim_getup.Guardromon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Guardromon/Guardromon_Anim_down.Guardromon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Guardromon/Guardromon_Anim_win.Guardromon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Guardromon/Guardromon_Anim_eat.Guardromon_Anim_eat'","-1","-1","-1","-1","-1","-1","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","False","False","None","None","None","None","None","None","None","None","None","None","None"
Hagurumon,"Hagurumon","Hagurumon","None","Rookie","Data","Mech","None","None","Sleepy","Neutral","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Hagurumon.DigimonSprite_Hagurumon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Hagurumon/SkeletalMesh_Hagurumon.SkeletalMesh_Hagurumon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Hagurumon/Animation_Hagurumon.Animation_Hagurumon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Hagurumon/DigimonMaterial_Hagurumon.DigimonMaterial_Hagurumon'"")","0","15","80","0","0","1","24","0","200","1.100000","J_center","J_center","J_center","None","None","None","None","None","None","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Hagurumon/Hagurumon_Anim_attack01.Hagurumon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Hagurumon/Hagurumon_Anim_attack02.Hagurumon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Hagurumon/Hagurumon_Anim_special01.Hagurumon_Anim_special01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Hagurumon/Hagurumon_Anim_special02.Hagurumon_Anim_special02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Hagurumon/Hagurumon_Anim_damage.Hagurumon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Hagurumon/Hagurumon_Anim_guard.Hagurumon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Hagurumon/Hagurumon_Anim_getup.Hagurumon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Hagurumon/Hagurumon_Anim_down.Hagurumon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Hagurumon/Hagurumon_Anim_win.Hagurumon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Hagurumon/Hagurumon_Anim_eat.Hagurumon_Anim_eat'","-1","-1","-1","-1","-1","-1","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","False","False","None","None","None","None","None","None","None","None","None","None","None"
HerculesKabuterimon,"HerculesKabuterimon","HerculesKabuterimon","MuscleYam","Ultimate","Data","Earth","Battle","None","Night","HP and Defense","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_HKabuterimon.DigimonSprite_HKabuterimon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/HKabuterimon/SkeletalMesh_HKabuterimon.SkeletalMesh_HKabuterimon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/HKabuterimon/Animation_HKabuterimon.Animation_HKabuterimon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/HKabuterimon/DigimonMaterial_HKabuterimon.DigimonMaterial_HKabuterimon'"",""/Script/Engine.Material'/Game/Digimon/Characters/HKabuterimon/DigimonMaterial_HKabuterimon.DigimonMaterial_HKabuterimon'"")","7","40","80","45","9","1","36","0","400","1.800000","J_atama","J_ago","J_center","None","None","None","None","None","None","None","2","7","12","17","21","-1","-1","-1","1","3","9","13","14","15","24","25","26","27","28","29","30","31","-1","-1","29","108","/Script/Engine.AnimSequence'/Game/Digimon/Characters/HKabuterimon/HKabuterimon_Anim_attack01.HKabuterimon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/HKabuterimon/HKabuterimon_Anim_attack02.HKabuterimon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/HKabuterimon/HKabuterimon_Anim_special01.HKabuterimon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/HKabuterimon/HKabuterimon_Anim_damage.HKabuterimon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/HKabuterimon/HKabuterimon_Anim_guard.HKabuterimon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/HKabuterimon/HKabuterimon_Anim_getup.HKabuterimon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/HKabuterimon/HKabuterimon_Anim_down.HKabuterimon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/HKabuterimon/HKabuterimon_Anim_win.HKabuterimon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/HKabuterimon/HKabuterimon_Anim_eat.HKabuterimon_Anim_eat'","5000","5000","500","500","500","500","None","6000","4000","-1","-1","-1","-1","5","55","-1","-1","0","40","True","True","Kabuterimon","Kuwagamon","Airdramon","None","None","None","None","None","None","None","None"
Jijimon,"Jijimon","Jijimon","None","Mega","Data","None","None","None","Day","Neutral","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Jijimon.DigimonSprite_Jijimon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Jijimon/SkeletalMesh_Jijimon.SkeletalMesh_Jijimon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Jijimon/Animation_Jijimon.Animation_Jijimon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Jijimon/DigimonMaterial_Jijimon.DigimonMaterial_Jijimon'"")","0","30","80","0","0","1","36","0","200","1.000000","None","None","None","J_toe_r","J_toe_l","None","None","None","None","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","None","None","None","None","None","None","None","None","None","None","-1","-1","-1","-1","-1","-1","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","False","False","None","None","None","None","None","None","None","None","None","None","None"
Kabuterimon,"Kabuterimon","Kabuterimon","PowerIce","Champion","Vaccine","Earth","Fire","Air","Night","Offense and Speed","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Kabuterimon.DigimonSprite_Kabuterimon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Kabuterimon/SkeletalMesh_Kabuterimon.SkeletalMesh_Kabuterimon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Kabuterimon/Animation_Kabuterimon.Animation_Kabuterimon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Kabuterimon/DigimonMaterial_Kabuterimon.DigimonMaterial_Kabuterimon'"")","7","30","80","45","9","1","36","0","300","1.500000","J_atama","J_ago","J_center","J_kakato_R","J_kakato_L","None","None","None","None","None","2","7","12","17","21","-1","-1","-1","1","2","3","21","23","24","26","28","29","30","31","-1","-1","-1","-1","-1","24","92","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Kabuterimon/Kabuterimon_Anim_attack01.Kabuterimon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Kabuterimon/Kabuterimon_Anim_attack02.Kabuterimon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Kabuterimon/Kabuterimon_Anim_special01.Kabuterimon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Kabuterimon/Kabuterimon_Anim_damage.Kabuterimon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Kabuterimon/Kabuterimon_Anim_guard.Kabuterimon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Kabuterimon/Kabuterimon_Anim_getup.Kabuterimon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Kabuterimon/Kabuterimon_Anim_down.Kabuterimon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Kabuterimon/Kabuterimon_Anim_win.Kabuterimon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Kabuterimon/Kabuterimon_Anim_eat.Kabuterimon_Anim_eat'","2000","1500","200","200","200","100","Tentomon","1000","1000","100","-1","100","-1","1","30","-1","-1","-1","35","False","True","Piyomon","Tentomon","None","None","None","HKabuterimon","MetalMamemon","None","None","None","None"
KingSukamon,"KingSukamon","KingSukamon","MoldyMeat","Ultimate","Virus","Filth","None","None","Night","Filth","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Kingsukamon.DigimonSprite_Kingsukamon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/KingSukamon/SkeletalMesh_KingSukamon.SkeletalMesh_KingSukamon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/KingSukamon/Animation_KingSukamon.Animation_KingSukamon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/KingSukamon/DigimonMaterial_KingSukamon.DigimonMaterial_KingSukamon'"")","0","30","80","0","0","1","36","0","600","1.400000","None","None","None","None","None","None","None","None","None","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","None","None","None","None","None","None","None","None","None","None","-1","-1","-1","-1","-1","-1","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","False","False","None","None","None","None","None","None","None","None","None","None","None"
Kokatorimon,"Kokatorimon","Cockatrimon","BlackTrout","Champion","Vaccine","Air","None","Battle","Sun Up","HP and Defense","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Kokatorimon.DigimonSprite_Kokatorimon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Kokatorimon/Kokatorimon2.Kokatorimon2'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Kokatorimon/Animation_Kokatorimon.Animation_Kokatorimon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Kokatorimon/body_0_b.body_0_b'"")","5","30","80","40","8","1","36","0","300","2.500000","J_ago","J_shita","loc_021","J_tuma_R","J_tuma_L","/Script/Engine.SoundWave'/Game/Audio/SFX/Movement/SL_00012.SL_00012'","None","None","None","None","3","8","13","18","23","-1","-1","-1","8","10","12","17","18","19","20","21","22","23","-1","-1","-1","-1","-1","-1","20","96","None","None","None","None","None","None","None","None","None","None","2500","1500","100","150","150","150","Piyomon","1000","-1","-1","-1","-1","-1","3","30","-1","-1","-1","28","False","False","Elecmon","Piyomon","None","None","None","Phoenixmon","Piximon","None","None","None","None"
Koromon,"Koromon","Koromon","None","In-Training","Data","Fire","Battle","None","N/A Baby II","Neutral","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Koromon.DigimonSprite_Koromon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Koromon/SkeletalMesh_Koromon.SkeletalMesh_Koromon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Koromon/Animation_Koromon.Animation_Koromon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Koromon/DigimonMaterial_Koromon.DigimonMaterial_Koromon'"")","8","10","25","10","3","1","18","0","50","0.900000","J_ue_ago","J_ue_ago","J_center","J_base","J_base","/Script/Engine.SoundWave'/Game/Audio/SFX/Movement/SL_00008.SL_00008'","/Script/Engine.SoundWave'/Game/Audio/SFX/DigimonVoices/Eating01.Eating01'","None","/Script/Engine.SoundWave'/Game/Audio/SFX/DigimonVoices/VLALL_00001.VLALL_00001'","None","-1","-1","-1","-1","-1","-1","-1","-1","56","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","56","-1","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Koromon/Koromon_Attack01.Koromon_Attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Koromon/Koromon_Attack02.Koromon_Attack02'","None","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Koromon/Koromon_Damaged.Koromon_Damaged'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Koromon/Koromon_Guard.Koromon_Guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Koromon/Koromon_getup.Koromon_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Koromon/Koromon_Down.Koromon_Down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Koromon/Koromon_Win_Anim.Koromon_Win_Anim'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Koromon/Koromon_Eat.Koromon_Eat'","-1","-1","-1","-1","-1","10","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","False","False","Botamon","None","None","None","None","Agumon","Gabumon","None","None","None","None"
Kuwagamon,"Kuwagamon","Kuwagamon","PowerFruit","Champion","Virus","Earth","Battle","Air","Sunset","HP and Defense","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Kuwagamon.DigimonSprite_Kuwagamon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Kuwagamon/SkeletalMesh_Kuwagamon.SkeletalMesh_Kuwagamon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Kuwagamon/Animation_Kuwagamon.Animation_Kuwagamon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Kuwagamon/DigimonMaterial_Kuwagamon.DigimonMaterial_Kuwagamon'"")","7","30","80","43","9","1","36","0","300","1.500000","J_atama","J_ago","J_center","J_tuma_R","J_tuma_L","None","None","None","None","None","4","9","14","18","23","-1","-1","-1","9","11","17","21","24","26","28","29","30","31","-1","-1","-1","-1","-1","-1","29","99","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Kuwagamon/Kuwagamon_Anim_attack01.Kuwagamon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Kuwagamon/Kuwagamon_Anim_attack02.Kuwagamon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Kuwagamon/Kuwagamon_Anim_special01.Kuwagamon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Kuwagamon/Kuwagamon_Anim_damage.Kuwagamon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Kuwagamon/Kuwagamon_Anim_guard.Kuwagamon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Kuwagamon/Kuwagamon_Anim_getup.Kuwagamon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Kuwagamon/Kuwagamon_Anim_down.Kuwagamon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Kuwagamon/Kuwagamon_Anim_glad.Kuwagamon_Anim_glad'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Kuwagamon/Kuwagamon_Anim_eat.Kuwagamon_Anim_eat'","2000","2000","200","150","200","100","Tentomon","1000","1000","100","-1","100","-1","5","30","-1","-1","-1","28","False","False","Tentomon","Palmon","None","None","None","HKabuterimon","Piximon","None","None","None","None"
Leomon,"Leomon","Leomon","Sirloin","Champion","Vaccine","Battle","None","Air","Sun Up","Neutral","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Leomon.DigimonSprite_Leomon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Leomon/SkeletalMesh_Leomon.SkeletalMesh_Leomon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Leomon/Animation_Leomon.Animation_Leomon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Leomon/DigimonMaterial_Leomon.DigimonMaterial_Leomon'"")","5","20","80","33","7","1","36","0","200","1.100000","J_center","J_mouth","J_center","J_leg04_r","J_leg04_l","/Script/Engine.SoundWave'/Game/Audio/SFX/Movement/SL_00012.SL_00012'","None","None","/Script/Engine.SoundWave'/Game/Audio/SFX/DigimonVoices/VLALL_00017.VLALL_00017'","/Script/Engine.SoundWave'/Game/Audio/SFX/Movement/SL_00003.SL_00003'","2","6","11","16","21","-1","-1","-1","8","9","10","11","12","13","14","15","19","20","-1","-1","-1","-1","-1","-1","11","90","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Leomon/Leomon_Anim_attack01.Leomon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Leomon/Leomon_Anim_attack02.Leomon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Leomon/Leomon_Anim_special01.Leomon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Leomon/Leomon_Anim_damage.Leomon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Leomon/Leomon_Anim_guard.Leomon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Leomon/Leomon_Anim_getup.Leomon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Leomon/Leomon_Anim_down.Leomon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Leomon/Leomon_Anim_win.Leomon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Leomon/Leomon_Anim_eat.Leomon_Anim_eat'","1500","1500","250","150","200","200","None","-1","-1","100","-1","100","100","1","20","-1","-1","10","35","False","True","Patamon","Elecmon","None","None","None","Andromon","Mamemon","None","None","None","None"
Panjyamon,"Panjyamon","Panjyamon","Sirloin","Champion","Virus","Battle","Ice","None","Day","Offense and Speed","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Panjamon.DigimonSprite_Panjamon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Leomon/SkeletalMesh_Leomon.SkeletalMesh_Leomon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Leomon/Animation_Leomon.Animation_Leomon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Leomon/DigimonMaterial_Panjyamon.DigimonMaterial_Panjyamon'"")","5","20","80","33","7","1","36","0","200","1.100000","J_center","J_mouth","J_center","J_leg04_r","J_leg04_l","/Script/Engine.SoundWave'/Game/Audio/SFX/Movement/SL_00012.SL_00012'","None","None","/Script/Engine.SoundWave'/Game/Audio/SFX/DigimonVoices/VLALL_00017.VLALL_00017'","/Script/Engine.SoundWave'/Game/Audio/SFX/Movement/SL_00003.SL_00003'","2","6","11","16","21","-1","-1","-1","8","9","10","11","12","13","14","15","19","20","-1","-1","-1","-1","-1","-1","11","90","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Leomon/Leomon_Anim_attack01.Leomon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Leomon/Leomon_Anim_attack02.Leomon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Leomon/Leomon_Anim_special01.Leomon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Leomon/Leomon_Anim_damage.Leomon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Leomon/Leomon_Anim_guard.Leomon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Leomon/Leomon_Anim_getup.Leomon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Leomon/Leomon_Anim_down.Leomon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Leomon/Leomon_Anim_win.Leomon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Leomon/Leomon_Anim_eat.Leomon_Anim_eat'","-1","-1","-1","-1","-1","-1","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","False","False","Patamon","Elecmon","None","None","None","Andromon","Mamemon","None","None","None","None"
